,page_id,text,label,Pattern Category
2380,61.0,"Howdy stranger, looks like your trail has hit a dead end.",0,Not Dark Pattern
2381,740.0, Maker Faire News ,0,Not Dark Pattern
2382,13.0,31 people seeing this product right now,1,Social Proof
2383,281.0,3 other people are currently viewing this item.,1,Social Proof
2384,22.0,Favored By: 400 people!,1,Social Proof
2385,1330.0, All Shoes ,0,Not Dark Pattern
2386,1573.0, What's New New arrivals daily ,0,Not Dark Pattern
2387,160.0,143 BOUGHT,1,Social Proof
2388,1267.0,WARNING! Only 5 left in stock!,1,Scarcity
2389,409.0,"No thanks, I've got too much cool Glock stuff!",1,Misdirection
2390,256.0,43 added to bag in the last 48hrs,1,Social Proof
2391,1675.0,67% offers claimed. Hurry up!,1,Scarcity
2392,1469.0,Party & Birthday Novelties,0,Not Dark Pattern
2393,1317.0, Temple Locks ,0,Not Dark Pattern
2394,296.0,Sara from Philadelphia just saved $68 on her order.,1,Social Proof
2395,121.0,17 people have viewed this wine today,1,Social Proof
2396,1158.0, Data Processor: Amobee ,0,Not Dark Pattern
2397,994.0,new merch coming soon,0,Not Dark Pattern
2398,1365.0,Prices subject to change without notice. Products shown may not be available in our stores.,0,Not Dark Pattern
2399,1056.0,Add your favourites to cart,0,Not Dark Pattern
2400,1030.0,Free Shipping On Orders Over $49* - Limited Time Only,1,Urgency
2401,169.0,"Someone in DOVER, United States just bought Crew 15 mins ago",1,Social Proof
2402,766.0, Payment Methods ,0,Not Dark Pattern
2403,1367.0, Also notify me about New Arrivals! ,0,Not Dark Pattern
2404,752.0,POSTED BY @missladywoolf#motoin,0,Not Dark Pattern
2405,680.0, All Personalised Gifts ,0,Not Dark Pattern
2406,1095.0,HURRY! ONLY 19 LEFT IN STOCK.,1,Scarcity
2407,842.0,Massive Tax Time Sale See Discounts! Sale ends in,1,Urgency
2408,588.0,Special sale ends in,1,Urgency
2409,259.0,"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",0,Not Dark Pattern
2410,1315.0,Sorry! This product is no longer available,0,Not Dark Pattern
2411,1673.0,Brand: Ray-Ban® | Similar products from Ray-Ban®,0,Not Dark Pattern
2412,441.0,"No thanks, free stuff isn't for me.",1,Misdirection
2413,1214.0,Only 2 Left,1,Scarcity
2414,113.0, Colored Contact Lenses ,0,Not Dark Pattern
2415,262.0,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",1,Social Proof
2416,1351.0,In stock | 44 left,1,Scarcity
2417,1359.0,only 7 pieces left,1,Scarcity
2418,1536.0,Download Now,0,Not Dark Pattern
2419,1469.0,Beach Towels & Mats,0,Not Dark Pattern
2420,619.0,ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,1,Urgency
2421,1496.0,"Hurry, limited quantities left!",1,Scarcity
2422,230.0,Light Works,0,Not Dark Pattern
2423,1779.0,"Both of these jerseys are awesome, I couldn’t have asked for better quality.",0,Not Dark Pattern
2424,1117.0,Only 14 left!,1,Scarcity
2425,445.0,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",1,Misdirection
2426,1792.0,I already have this item. Do not add this to cart,1,Misdirection
2427,1469.0,Security Cameras,0,Not Dark Pattern
2428,1604.0,Cross Body,0,Not Dark Pattern
2429,1667.0," -- Preeti Shenoy, author of THE RULE BREAKERS",0,Not Dark Pattern
2430,1550.0,Royal Python Vivariums,0,Not Dark Pattern
2431,833.0,Stone Island Junior,0,Not Dark Pattern
2432,1397.0,ONLY 1 LEFT!,1,Scarcity
2433,113.0, Sustainably made,0,Not Dark Pattern
2434,1468.0,Bob's For Business,0,Not Dark Pattern
2435,1791.0,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",1,Misdirection
2436,1536.0,Boys Green School Uniforms,0,Not Dark Pattern
2437,782.0, Show Password ,0,Not Dark Pattern
2438,300.0,Pay Securely with Trespass,0,Not Dark Pattern
2439,1131.0,Limited Stock!,1,Scarcity
2440,212.0, adidas Originals Stan Smith ,0,Not Dark Pattern
2441,989.0,"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",1,Urgency
2442,1468.0, Functional Marketing Cookies,0,Not Dark Pattern
2443,1023.0,Limited Time Offers,1,Urgency
2444,186.0,Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,1,Social Proof
2445,312.0,436 users are currently active on our website Just now,1,Social Proof
2446,892.0,"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.",1,Obstruction
2447,1536.0,Sale Coats and Jackets,0,Not Dark Pattern
2448,573.0,Shop By Brands,0,Not Dark Pattern
2449,1765.0,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,1,Misdirection
2450,1658.0,ROAD CLOTHING,0,Not Dark Pattern
2451,324.0,"No thanks, I don't want to build one.. I'd rather kick rocks!",1,Misdirection
2452,1351.0, Menstrual Products ,0,Not Dark Pattern
2453,1564.0,4 SEATS LEFT,1,Scarcity
2454,132.0,Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,1,Social Proof
2455,190.0,Shoes & Clothing,0,Not Dark Pattern
2456,767.0,Imported,0,Not Dark Pattern
2457,940.0,Will sell out fast!,1,Scarcity
2458,116.0,Get it fast! 14 added to bag today,1,Social Proof
2459,1293.0,Herbaceous oil rich in anti-aging polyphenols.,0,Not Dark Pattern
2460,1216.0,HURRY! LESS THAN 129 LEFT.,1,Scarcity
2461,111.0,"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",1,Social Proof
2462,1090.0,Only 3 left in stock,1,Scarcity
2463,1671.0,We only have 5 left!,1,Scarcity
2464,395.0,"Nah, I like paying full price",1,Misdirection
2465,224.0,2 people have looked at this in the last couple of hrs.,1,Social Proof
2466,27.0,Real time 30 Visitor right now,1,Social Proof
2467,527.0,Drawstring Backpacks,0,Not Dark Pattern
2468,1197.0,Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,1,Scarcity
2469,327.0,"No thanks, I don't like getting free stuff.",1,Misdirection
2470,154.0,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,1,Social Proof
2471,1521.0,HURRY! ONLY 2 LEFT!,1,Scarcity
2472,1482.0,Less than 7 left!,1,Scarcity
2473,1662.0,BOTTLES LEFT 3,1,Scarcity
2474,840.0,Items reserved for 15:00,1,Urgency
2475,1094.0,ONLY 4 LEFT!,1,Scarcity
2476,651.0,-90% discount if you order within 9:55:44,1,Urgency
2477,765.0, Latest looks from Myleene Klass Shop now ,0,Not Dark Pattern
2478,1219.0,Only 9 left in stock,1,Scarcity
2479,1725.0,ADD FOR BETTER RESULTS,1,Misdirection
2480,1293.0, Affiliate ,0,Not Dark Pattern
2481,1044.0,Auto Delivery Program,0,Not Dark Pattern
2482,1818.0,Save $148.98AUD – 49% Off,1,Misdirection
2483,1068.0,Low Stock – Selling Fast,1,Scarcity
2484,290.0,2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,1,Social Proof
2485,1120.0,Only 6 left,1,Scarcity
2486,230.0,Pro Boost Treatments,0,Not Dark Pattern
2487,1469.0,Baby Nursing & Feeding,0,Not Dark Pattern
2488,300.0,4 bought in the last 24 hours.,1,Social Proof
2489,837.0,We're offline,0,Not Dark Pattern
2490,268.0,12 customers viewed this product today!,1,Social Proof
2491,1317.0, Gemstone softwares ,0,Not Dark Pattern
2492,527.0,Graphic Tanks,0,Not Dark Pattern
2493,1470.0,LOW STOCK (ONLY 10 LEFT!),1,Scarcity
2494,97.0,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,Social Proof
2495,622.0, V-neck Printed Loose Short-sleeved T-shirt ,0,Not Dark Pattern
2496,1061.0,Limited Time Only · Online Only,1,Urgency
2497,1351.0, Teething Remedies ,0,Not Dark Pattern
2498,69.0,Partnerships,0,Not Dark Pattern
2499,638.0,Accord remotes,0,Not Dark Pattern
2500,,like the way you kiss,0,Not Dark Pattern
2501,,homeware ।,0,Not Dark Pattern
2502,,brian jackson beckham,0,Not Dark Pattern
2503,,"in general, only oil is left",1,Scarcity
2504,,aisle 1 left,1,Scarcity
2505,,rain songs,0,Not Dark Pattern
2506,,only 2 albums on stock,1,Scarcity
2507,,"no thanks, now i'f like deals.",1,Misdirection
2508,,exterior designation,0,Not Dark Pattern
2509,,"if low on stock, other short item left",1,Scarcity
2510,,science & discipline training,0,Not Dark Pattern
2511,,8 people have this in one bag somewhere around.,1,Social Proof
2512,,flood control system,0,Not Dark Pattern
2513,,maybe people liked this today!,1,Social Proof
2514,,in my home accents,0,Not Dark Pattern
2515,,pretty successful. thank god!,0,Not Dark Pattern
2516,,represented by,0,Not Dark Pattern
2517,,leather clothing,0,Not Dark Pattern
2518,,fashion blue short sleeve ।,0,Not Dark Pattern
2519,,how about all of these weak spots?,1,Misdirection
2520,,only 3 ．,1,Scarcity
2521,,"and 20 % better, hurry limited the offer!",1,Urgency
2522,,fictional red school ॥,0,Not Dark Pattern
2523,,"but thanks, i probably'll want no free gift.",1,Misdirection
2524,,repeat! sale ends 10 : 9 : 59 : 05,1,Urgency
2525,,love @ amazon. nl,0,Not Dark Pattern
2526,,"no, i'd rather love it ¤",1,Misdirection
2527,,activate it 10 : 36,1,Urgency
2528,,there seemed only his product there!,1,Scarcity
2529,,increases sale cost if buyer taps data,1,Urgency
2530,,saa budget data - credit / trust systems - automatic annual information,0,Not Dark Pattern
2531,,laundry & chorus,0,Not Dark Pattern
2532,,"after thirteen left, order soon",1,Scarcity
2533,,entertainment media & tv services,0,Not Dark Pattern
2534,,"no, not did's feel lucky",1,Misdirection
2535,,swimming in a loop!,0,Not Dark Pattern
2536,,6 years of stock. hurry!,1,Scarcity
2537,,307 ．,0,Not Dark Pattern
2538,,your return ride reserved for 24 : 35 minutes.,1,Urgency
2539,,limited international purchase : free download in select countries which orders over $ 100!,1,Urgency
2540,,now very few left!,1,Scarcity
2541,,"one more, none like full price",1,Misdirection
2542,,high aiden,1,Scarcity
2543,,the crew neck training vacation [UNK] - u / tee,0,Not Dark Pattern
2544,,only pale hair left,1,Scarcity
2545,,aurora sky lights,0,Not Dark Pattern
2546,,"small, beautiful y enchanting, its lacy collection provides comfortable seating while indoors looking 20th - century retro.",0,Not Dark Pattern
2547,,synthesis record collection,0,Not Dark Pattern
2548,,most parents,1,Social Proof
2549,,"we'd round also send you weekly emails out full of our lovely products, clearance goodies but cool stuff to win. you can unsubscribe at any level. if you don't want to receive these emails, please tick my box. we'd like to send you the occasional brochure so you can get a regular fix of our top product! you can unsubscribe there any opportunity. if you don't want to receive these brochures, please tick this box. we'd like to introduce you to other brands you might love who will post you the occasional brochure. you can opt out of this at any time. if you don't want to receive these brochures, please wear this box.",1,Misdirection
2550,,occasion :...,0,Not Dark Pattern
2551,,8 i definitely viewed this product worldwide!,1,Social Proof
2552,,30 people have acquired his item,1,Social Proof
2553,,musical...,0,Not Dark Pattern
2554,,"here in burlington, massachusetts bought take in their boat now, starting 13 minutes ago",1,Social Proof
2555,,"additional concerns : ® mild to no acne ( including chin, arms, hair, possibly abdomen acne ) and bruises ms.",0,Not Dark Pattern
2556,,and time passes!,1,Urgency
2557,,events music entertainment,0,Not Dark Pattern
2558,,books reviews & articles,0,Not Dark Pattern
2559,,also gone! only four miles in stock,1,Scarcity
2560,,low life plants,0,Not Dark Pattern
2561,,innocent's apparel coordinates,0,Not Dark Pattern
2562,,our all parts,0,Not Dark Pattern
2563,,"we are considered among the best online printing web & solution company successfully offering local per international customers to cherish the joy, love and precious moments in life with these products. creating an instrument to spread your joy and love through such beautiful way i take pride in providing the best quality services.",0,Not Dark Pattern
2564,,more people are looking at your website,1,Social Proof
2565,,38 people also helping this,1,Social Proof
2566,,"despite thanks, i don't know them save",1,Misdirection
2567,,two hrs 57 minutes 30 secs,1,Urgency
2568,,written all over whiteboards,0,Not Dark Pattern
2569,,sign it to stay up for call on my white house news and savings!,0,Not Dark Pattern
2570,,"born in princess marys, bell kingdom 3 extra long ( 10 inch ) aqua nano plug & charge usb android cable - assorted colors about 4 minutes ago",1,Social Proof
2571,,no! only you left in there!,1,Scarcity
2572,,day 1 left at my size!,1,Scarcity
2573,,these pieces are not yet in stock but would be shipped so soon it they are ready. the estimated ship population may follow noted through the fleet page.,0,Not Dark Pattern
2574,,"our website implements online user attributes ( accessible rich internet applications ) technique, alongside various behavioral changes, to ensure blind users visiting with screen - readers can read, comprehend, properly understand the website ’ s functions. as soon as a user with a screen - reader boards your site, they immediately receive another prompt to update the screen - viewing profile so they can browse and operate your site effectively. here ’ s how our website covers some of eight most important screen - reader abilities :",0,Not Dark Pattern
2575,,only five years!,1,Scarcity
2576,,ª,0,Not Dark Pattern
2577,,"to balance the issue, primary",0,Not Dark Pattern
2578,,shop by ॥,0,Not Dark Pattern
2579,,home is,0,Not Dark Pattern
2580,,lace me with american wigs,0,Not Dark Pattern
2581,,[UNK] [UNK],0,Not Dark Pattern
2582,,full long sleeve shirt dress box cove,0,Not Dark Pattern
2583,,"arriving in suisun city, united states signed by pearce",1,Social Proof
2584,,all three a - side,0,Not Dark Pattern
2585,,blue school socks - purple / green,0,Not Dark Pattern
2586,,▪ remotes,0,Not Dark Pattern
2587,,forbes,1,Urgency
2588,,"to await our order from the ships, call us.",1,Obstruction
2589,,signup for yours instead... car by truck remotes!,0,Not Dark Pattern
2590,,"crazy, awesome! ready to fire. light a charge some night",0,Not Dark Pattern
2591,,more recently 752 users now adding up into their console. is your child left?,1,Social Proof
2592,,well & always the - ready for -,0,Not Dark Pattern
2593,,flat ।,0,Not Dark Pattern
2594,,lila & reigns,0,Not Dark Pattern
2595,,independent directory,0,Not Dark Pattern
2596,,"so, we don't act lucky.",1,Misdirection
2597,,its 2 left in stock. make me quick.,1,Scarcity
2598,,"get more information about the vip rewards club membership, please purchase or terminate a membership, or to start or stop automatic renewal of a membership, follow ross - simons customer service by postal card at : ross - ross, 9 ross - simons road, cranston, rhode island 02920 ; or called email using customerservice @ ross - simons. com ; called by calling the vip reward club priority line at 800 - 835 - 3799.",1,Obstruction
2599,,,0,Not Dark Pattern
2600,,"back in chennai, india just like dhoni my first t - shirt is according to",1,Social Proof
2601,,only 1 to the stock.,1,Scarcity
2602,,candy & c,0,Not Dark Pattern
2603,,"only seven left, 3rd stock",1,Scarcity
2604,,77 % of our students can surefit protection final year.,1,Social Proof
2605,,50 % rate for current service only!!!,1,Urgency
2606,,active filters english verbs the passive filter,0,Not Dark Pattern
2607,,live! ends in : 11 hrs 00 min rv [UNK],1,Urgency
2608,,"sabrina in 1972, then singapore purchased all pan - ka - kola related to chocolate express for food mre and",1,Social Proof
2609,,your cart become eligible for an active 16 % share including plus promotions + information & clearance 24 hours : 19 minutes : 33 seconds check out now,1,Urgency
2610,,twinkle twins,0,Not Dark Pattern
2611,,returning to stich & embroidery...,0,Not Dark Pattern
2612,,whatever sort of package you accept using,0,Not Dark Pattern
2613,,★ ↓ ★ ★ ᵍ,0,Not Dark Pattern
2614,,10 seats ॥,1,Scarcity
2615,,( but you left ),1,Scarcity
2616,,mixed cd cases,0,Not Dark Pattern
2617,,somebody's make the men have everything else they need,1,Misdirection
2618,,80 % without rewards. get up!,1,Scarcity
2619,,whiteboho the comforter sun bath set,0,Not Dark Pattern
2620,,his order is waiting till 09 : 57 minutes!,1,Urgency
2621,,[UNK] ।,0,Not Dark Pattern
2622,,source & air source,0,Not Dark Pattern
2623,,"mommy day s parties are always a significant occasion for all mothers. additionally, for some new moms, it is something more special. if we........... want more...",0,Not Dark Pattern
2624,,layaway if that will match our initial payment. limited time ．,1,Urgency
2625,,hurry!... 15 : 32 hrs 40 min 00 ।,1,Urgency
2626,,jennifer janes,0,Not Dark Pattern
2627,,select in year,0,Not Dark Pattern
2628,,what good can i pay?,0,Not Dark Pattern
2629,,we give your worlds best in creative or innovative fashion for the daily lifestyle.,0,Not Dark Pattern
2630,,chapter 20 left,1,Scarcity
2631,,life of service,0,Not Dark Pattern
2632,,upright...,0,Not Dark Pattern
2633,,your one - time phone! with 10 % download schedule. applied applications... line ends in : 04 hours 37 min 24 sec,1,Urgency
2634,,""" your honor adds you to the title 。 """,1,Misdirection
2635,,brass skies,0,Not Dark Pattern
2636,,2 people are the right ।,1,Social Proof
2637,,2010s shorts,0,Not Dark Pattern
2638,,in royal hopes!,1,Scarcity
2639,,low 3 with 2 left,1,Scarcity
2640,,glendale anaheim real flameschicago grande green canyon colorado rogue valley colorado,0,Not Dark Pattern
2641,,blankets [UNK],0,Not Dark Pattern
2642,,★ ．,0,Not Dark Pattern
2643,,initial delivery at home & next day immediately available in store *,0,Not Dark Pattern
2644,,dvd - release deal,1,Scarcity
2645,,limited duty - free shipping on opposing sides *,1,Urgency
2646,,beauty & cosmetic masks,0,Not Dark Pattern
2647,,hurry! you 4 movies will stock.,1,Scarcity
2648,,"good kidding, i signed coupons!",1,Misdirection
2649,,shop master's activities,0,Not Dark Pattern
2650,,"if you are speaking of people constantly devoted to normal eating, their losses...,..",0,Not Dark Pattern
2651,,"julie in oak brook, united states in a watercolor finish almost matching all colors in no time about 10 hours ago",1,Social Proof
2652,,"for a limited time, buy 2 hydroxycut on website, lucky people with $ [UNK]!",1,Urgency
2653,,( 21 august ),1,Scarcity
2654,,give the best a size briefs,0,Not Dark Pattern
2655,,free shipping for every limited run | there are 999 usd and include all the cards.,1,Urgency
2656,,cable [UNK],0,Not Dark Pattern
2657,,2...,0,Not Dark Pattern
2658,,only the left a stock,1,Scarcity
2659,,upon sunrise,0,Not Dark Pattern
2660,,june 14 left,1,Scarcity
2661,,33 people responsible for every item!,1,Social Proof
2662,,"best choice. does you know you ’ re missing out on these deals with the item from today cart. cut + suit + tie now $ 599. 99 * - shop shirts, shirts and tie to sell 2 suit packages for $ 1100 *",1,Misdirection
2663,,"no less, i didn't want saving money",1,Misdirection
2664,,only seconds left for stock. ¡ soon!,1,Scarcity
2665,,five people previously viewed this item,1,Social Proof
2666,,imperial air space,0,Not Dark Pattern
2667,,"no thanks, they'd rather cover its price",1,Misdirection
2668,,harry hill,0,Not Dark Pattern
2669,,median : vulgar or popular : none the lowest : a - r : e - ¤,0,Not Dark Pattern
2670,,they only are 8. 0000 left in orbit,1,Scarcity
2671,,"hurry, marry me in 9 songs!",1,Urgency
2672,,jewelry care...,0,Not Dark Pattern
2673,,give us gift,0,Not Dark Pattern
2674,,full name *,0,Not Dark Pattern
2675,,166 we have added every item as cart,1,Social Proof
2676,,no time left! 00 : 24 : 29,1,Urgency
2677,,speak with our customer - based executive who will by her fulfill your request.,0,Not Dark Pattern
2678,,mechanic'n house,0,Not Dark Pattern
2679,,please note : i do not ship other library boxes,0,Not Dark Pattern
2680,,"samuel m. from lacey, wa helps kill a monkey king",1,Social Proof
2681,,"products are normally released under daily schedule. no charges, modify through cancel your subscription anytime.",0,Not Dark Pattern
2682,,but was not 1 item left in stock.,1,Scarcity
2683,,commercial shipping *,0,Not Dark Pattern
2684,,"to come alive. still inside mother bodies, their temperature can be felt just like... not cold. for advanced training to astrological remedies, discover your crystals.",0,Not Dark Pattern
2685,,d - z luxury [UNK],0,Not Dark Pattern
2686,,7 all - but 2 remaining!,1,Scarcity
2687,,offer started in 03 december 19 trains : 54 buses : 22 minutes,1,Urgency
2688,,over 200 steps over 3 hrs,1,Social Proof
2689,,"next, the 302 left.",1,Scarcity
2690,,insurgents military mops,0,Not Dark Pattern
2691,,popular 64 page checked this book into the last few editions.,1,Social Proof
2692,,step 5 left with stock,1,Scarcity
2693,,"never doubt, would hate saving money",1,Misdirection
2694,,great rugs,0,Not Dark Pattern
2695,,titles available with a limited time,1,Urgency
2696,,।,0,Not Dark Pattern
2697,,the user # 3.,0,Not Dark Pattern
2698,,100 items left,1,Scarcity
2699,,their product was shot 26 seconds wide by professors from princeton,1,Social Proof
2700,,only 1 was alive!,1,Scarcity
2701,,only now left,1,Scarcity
2702,,still very few left of my product!,1,Scarcity
2703,,jfn scallop long neck solid k v - rex / sandals,0,Not Dark Pattern
2704,,purchased numerous times this time.,1,Social Proof
2705,,little baby amor,0,Not Dark Pattern
2706,,felizer designer of blue round pocket metal eye watch for jewelry & jewels - silver ( heart shaped ) analog,0,Not Dark Pattern
2707,,car / garage trousers belted black trousers - myasia,0,Not Dark Pattern
2708,,take 4 left and this price,1,Scarcity
2709,,"once a celebrated author wrote short letters when in his twilight twenties,",0,Not Dark Pattern
2710,,[UNK] searches,0,Not Dark Pattern
2711,,brand hair & cloth ॥,0,Not Dark Pattern
2712,,hair × + [UNK],0,Not Dark Pattern
2713,,"we combined powerful, yet gentle ball - fighting ingredients with our own intricate plant - based preparations to help disguise irritation and redness associated in acne and skin. the result? skin of has is nourished, smooth, yet most importantly, clear!",0,Not Dark Pattern
2714,,"part 2 left, fading soon",1,Scarcity
2715,,refrain,0,Not Dark Pattern
2716,,mysteriously difficult to shop,0,Not Dark Pattern
2717,,her shopping mall is empty.,0,Not Dark Pattern
2718,,coin constellation,0,Not Dark Pattern
2719,,9 e speed 8 - red / silver,0,Not Dark Pattern
2720,,"someone not columbia, maryland, usa which works in f11® polish & sealer - web products or just now",1,Social Proof
2721,,it might cancel our vip account at any time by pressing 6 - 555 - 337 - 0906 ( since 20 / 7 ).,1,Obstruction
2722,,items on my cart are a very high - priority.,1,Scarcity
2723,,sign up all your friend list here and be the first the list your exclusive offers and events,0,Not Dark Pattern
2724,,items in your history run wildly fast,1,Scarcity
2725,,"no reply, none don't like this.",1,Misdirection
2726,,pastoral care,0,Not Dark Pattern
2727,,low in stock : perhaps eight characters.,1,Scarcity
2728,,christian died on 20 : 54 : hrs10 : min24 sec,1,Urgency
2729,,"order two, time 1 hour!",1,Scarcity
2730,,this listing is taken down citing content reasons,0,Not Dark Pattern
2731,,"hurry, six more games in stock!",1,Scarcity
2732,,celestial bodies - real objects -,0,Not Dark Pattern
2733,,only 5 gates to stock!,1,Scarcity
2734,,approximately 200 customers have bought this product,1,Social Proof
2735,,order in 1 : 000 to collect $ 200 off black mattress,1,Urgency
2736,,taylor taylor oil brushes,0,Not Dark Pattern
2737,,"no thanks, you'd soon pay full ।",1,Misdirection
2738,,terra - 2 ．,0,Not Dark Pattern
2739,,warning : last exit out front!,1,Scarcity
2740,,now with more suppliers... sellers?,0,Not Dark Pattern
2741,,chorus,0,Not Dark Pattern
2742,,chicken neck casual loose patchwork printed short back photo,0,Not Dark Pattern
2743,,he recently dubbed it,1,Social Proof
2744,,limited to offer : 75 % since your first hour!,1,Urgency
2745,,computer on,0,Not Dark Pattern
2746,,...,0,Not Dark Pattern
2747,,a ritual national treasure,0,Not Dark Pattern
2748,,hurry me when left,1,Scarcity
2749,,23 alex looked at them during the last 24 hours,1,Social Proof
2750,,mathew jeans,0,Not Dark Pattern
2751,,is your home powerful multi - vendor marketplace ॥,0,Not Dark Pattern
2752,,"items inside your cart are upon high demand, then please have reserved your place.",1,Scarcity
2753,,167 characters ( f ) left over this promo,1,Scarcity
2754,,"gee thanks, i ve'ao like free drinks.",1,Misdirection
2755,,only 32 remain in service,1,Scarcity
2756,,no than 300 left!,1,Scarcity
2757,,national service,0,Not Dark Pattern
2758,,hurry! all ends at :,1,Urgency
2759,,2010 firearms camp freedom,0,Not Dark Pattern
2760,,low in romance,1,Scarcity
2761,,contains : only 1 refrain,1,Scarcity
2762,,printed long tube dress blouse younger women,0,Not Dark Pattern
2763,,straight forward extensions,0,Not Dark Pattern
2764,,radio galaxy electrical pouches,0,Not Dark Pattern
2765,,and 3 g!,1,Scarcity
2766,,only by foot ( s ) alone!,1,Scarcity
2767,,anniversary gifts ☆ ॥,0,Not Dark Pattern
2768,,0 independent supplies,0,Not Dark Pattern
2769,,"no dvd flash com - links!? our mini sound card is highly recommended on mac ( mac / linux / windows ) and works with current pal consoles. the y adapter was recommended for console gaming, phone, or other system jacks.",1,Misdirection
2770,,new zealand,0,Not Dark Pattern
2771,,several companies recently purchased this.,1,Social Proof
2772,,only thirty minutes left,1,Scarcity
2773,,how they manage side unknown,0,Not Dark Pattern
2774,,website...,0,Not Dark Pattern
2775,,item at the cart. view cart site roll out. close,0,Not Dark Pattern
2776,,thousand breaths & strips,0,Not Dark Pattern
2777,,hurry! this 1 % subscription expires in july : 43,1,Urgency
2778,,3 when stealing an item last week.,1,Social Proof
2779,,encounter with pinterest,0,Not Dark Pattern
2780,,the 8 are in stock,1,Scarcity
2781,,click! this special sale results in a 42m 1,1,Urgency
2782,,r. »,0,Not Dark Pattern
2783,,the offers end notes : 24 : 59,1,Urgency
2784,,"... agreement... need i say more? this is a great poster from the walls outside any house what counts more than one person resided in it. if you've alone, get it off the same - it'll make love sleep at any given time : )",0,Not Dark Pattern
2785,,and explains why someone can reject or delete your cookies,0,Not Dark Pattern
2786,,go round a three - half sleeve mid - back pullover the women'56 dress,0,Not Dark Pattern
2787,,email hello,0,Not Dark Pattern
2788,,your cart is reserved since 14 : 28 hours!,1,Urgency
2789,,"twenty thanks, i ain't want any ॥",1,Misdirection
2790,,toddler like toys and accessories,0,Not Dark Pattern
2791,,school shooting programs,0,Not Dark Pattern
2792,,only standing day left,1,Scarcity
2793,,10 min 37 seconds 48 seconds 1 / 10s,1,Urgency
2794,,supporting all artists create pieces of are,0,Not Dark Pattern
2795,,kissed by roses ．,0,Not Dark Pattern
2796,,what a giftexpand _ viz,0,Not Dark Pattern
2797,,escapes & returns,0,Not Dark Pattern
2798,,only : then is stock now,1,Scarcity
2799,,"1 now left, in stock",1,Scarcity
2800,,heavenly chorus,0,Not Dark Pattern
2801,,grocery & entertainment,0,Not Dark Pattern
2802,,heavenly wife,0,Not Dark Pattern
2803,,"up to 60 % before spring sale is 10 % after cold showers climate code numbers at checkout, be open on 02days : 41 : 13mins : 28secs",1,Urgency
2804,,just help keeping track of your pup while at risk,0,Not Dark Pattern
2805,,ª,0,Not Dark Pattern
2806,,foreword by,0,Not Dark Pattern
2807,,accessories & panties [UNK] -... items - higher up -,0,Not Dark Pattern
2808,,"however, only that few words!",1,Scarcity
2809,,definitely love this new bag! com # phonecase # hiraeth # website # yahoo # android # fictitious,0,Not Dark Pattern
2810,,only a place in this size,1,Scarcity
2811,,looking towards your true history?,0,Not Dark Pattern
2812,,just once left in stock!,1,Scarcity
2813,,readers looking for some rammed - earth storytelling through a sprinkling thereof wit will find it lacking.,0,Not Dark Pattern
2814,,tbs snacks,0,Not Dark Pattern
2815,,3 accessories,0,Not Dark Pattern
2816,,temples & other tablets,0,Not Dark Pattern
2817,,book delivery & translation,0,Not Dark Pattern
2818,,limited editions little boy's single & 5 - piece pants at 2 weeks $ 59. 90 each shop now,1,Urgency
2819,,this judgment shall be reserved for 6 : 14 minutes.,1,Urgency
2820,,less than three people in class!,1,Scarcity
2821,,united japan,0,Not Dark Pattern
2822,,this time streaming - online now!,1,Urgency
2823,,mobile office of support,0,Not Dark Pattern
2824,,a sale,0,Not Dark Pattern
2825,,‡,0,Not Dark Pattern
2826,,for 1 heartbeat!,1,Scarcity
2827,,"goin'to snooze, just stay left",1,Scarcity
